subject_id,order_idx,filename,filepath,timestamp_from_name,time_group,split,task_group,background,lighting,accessories,pose,expression,distance,is_usable,notes
person_a,30,image_20260326_233213_651346.png,data/data/person_a/image_20260326_233213_651346.png,2026-03-26 23:32:13.651346,before_1729,train,A-frontal,wall,unknown,none,frontal,neutral,far,1,白墙正面看镜头远距离
person_a,31,image_20260326_233215_983954.png,data/data/person_a/image_20260326_233215_983954.png,2026-03-26 23:32:15.983954,before_1729,train,A-frontal,wall,unknown,none,frontal,neutral,far,1,白墙正面看镜头远距离
person_a,32,image_20260326_233217_146194.png,data/data/person_a/image_20260326_233217_146194.png,2026-03-26 23:32:17.146194,before_1729,train,A-frontal,wall,unknown,none,frontal,neutral,far,1,白墙正面看镜头远距离
person_a,33,image_20260326_233218_307271.png,data/data/person_a/image_20260326_233218_307271.png,2026-03-26 23:32:18.307271,before_1729,train,A-frontal,wall,unknown,none,frontal,neutral,far,1,白墙正面看镜头远距离
person_a,34,image_20260326_233219_470397.png,data/data/person_a/image_20260326_233219_470397.png,2026-03-26 23:32:19.470397,before_1729,train,A-frontal,wall,unknown,none,frontal,neutral,far,1,白墙正面看镜头远距离
person_a,35,image_20260326_233220_636056.png,data/data/person_a/image_20260326_233220_636056.png,2026-03-26 23:32:20.636056,before_1729,train,A-frontal,wall,unknown,none,frontal,neutral,far,1,白墙正面看镜头远距离
person_a,36,image_20260326_233221_801576.png,data/data/person_a/image_20260326_233221_801576.png,2026-03-26 23:32:21.801576,before_1729,train,A-frontal,wall,unknown,none,frontal,neutral,far,1,白墙正面看镜头远距离
person_a,37,image_20260326_233222_968995.png,data/data/person_a/image_20260326_233222_968995.png,2026-03-26 23:32:22.968995,before_1729,train,A-frontal,wall,unknown,none,frontal,neutral,far,1,白墙正面看镜头远距离
person_a,38,image_20260326_233224_134191.png,data/data/person_a/image_20260326_233224_134191.png,2026-03-26 23:32:24.134191,before_1729,train,A-frontal,wall,unknown,none,frontal,neutral,far,1,白墙正面看镜头远距离
person_a,39,image_20260326_233225_301904.png,data/data/person_a/image_20260326_233225_301904.png,2026-03-26 23:32:25.301904,before_1729,train,A-frontal,wall,unknown,none,frontal,neutral,far,1,白墙正面看镜头远距离
person_a,40,image_20260326_233227_638120.png,data/data/person_a/image_20260326_233227_638120.png,2026-03-26 23:32:27.638120,before_1729,train,A-frontal,wall,unknown,none,frontal,neutral,far,1,白墙正面看镜头远距离
person_a,41,image_20260326_233401_086085.png,data/data/person_a/image_20260326_233401_086085.png,2026-03-26 23:34:01.086085,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,42,image_20260326_233403_402064.png,data/data/person_a/image_20260326_233403_402064.png,2026-03-26 23:34:03.402064,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,43,image_20260326_233406_888060.png,data/data/person_a/image_20260326_233406_888060.png,2026-03-26 23:34:06.888060,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,44,image_20260326_233409_212533.png,data/data/person_a/image_20260326_233409_212533.png,2026-03-26 23:34:09.212533,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,45,image_20260326_233410_376976.png,data/data/person_a/image_20260326_233410_376976.png,2026-03-26 23:34:10.376976,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,46,image_20260326_233412_698044.png,data/data/person_a/image_20260326_233412_698044.png,2026-03-26 23:34:12.698044,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,47,image_20260326_233415_030117.png,data/data/person_a/image_20260326_233415_030117.png,2026-03-26 23:34:15.030117,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,48,image_20260326_233417_357914.png,data/data/person_a/image_20260326_233417_357914.png,2026-03-26 23:34:17.357914,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,49,image_20260326_233418_524316.png,data/data/person_a/image_20260326_233418_524316.png,2026-03-26 23:34:18.524316,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,50,image_20260326_233420_848992.png,data/data/person_a/image_20260326_233420_848992.png,2026-03-26 23:34:20.848992,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,51,image_20260326_233423_168115.png,data/data/person_a/image_20260326_233423_168115.png,2026-03-26 23:34:23.168115,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,52,image_20260326_233424_340046.png,data/data/person_a/image_20260326_233424_340046.png,2026-03-26 23:34:24.340046,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,53,image_20260326_233426_669386.png,data/data/person_a/image_20260326_233426_669386.png,2026-03-26 23:34:26.669386,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,54,image_20260326_233427_838925.png,data/data/person_a/image_20260326_233427_838925.png,2026-03-26 23:34:27.838925,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,55,image_20260326_233430_165457.png,data/data/person_a/image_20260326_233430_165457.png,2026-03-26 23:34:30.165457,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,56,image_20260326_233432_487468.png,data/data/person_a/image_20260326_233432_487468.png,2026-03-26 23:34:32.487468,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,57,image_20260326_233433_649416.png,data/data/person_a/image_20260326_233433_649416.png,2026-03-26 23:34:33.649416,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,58,image_20260326_233435_981005.png,data/data/person_a/image_20260326_233435_981005.png,2026-03-26 23:34:35.981005,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,59,image_20260326_233437_150418.png,data/data/person_a/image_20260326_233437_150418.png,2026-03-26 23:34:37.150418,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,60,image_20260326_233438_317360.png,data/data/person_a/image_20260326_233438_317360.png,2026-03-26 23:34:38.317360,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,61,image_20260326_233441_809001.png,data/data/person_a/image_20260326_233441_809001.png,2026-03-26 23:34:41.809001,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,62,image_20260326_233444_134878.png,data/data/person_a/image_20260326_233444_134878.png,2026-03-26 23:34:44.134878,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,63,image_20260326_233445_297569.png,data/data/person_a/image_20260326_233445_297569.png,2026-03-26 23:34:45.297569,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,64,image_20260326_233446_463265.png,data/data/person_a/image_20260326_233446_463265.png,2026-03-26 23:34:46.463265,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,65,image_20260326_233448_786860.png,data/data/person_a/image_20260326_233448_786860.png,2026-03-26 23:34:48.786860,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,66,image_20260326_233500_440079.png,data/data/person_a/image_20260326_233500_440079.png,2026-03-26 23:35:00.440079,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,67,image_20260326_233502_781778.png,data/data/person_a/image_20260326_233502_781778.png,2026-03-26 23:35:02.781778,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,68,image_20260326_233505_105972.png,data/data/person_a/image_20260326_233505_105972.png,2026-03-26 23:35:05.105972,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,69,image_20260326_233507_435016.png,data/data/person_a/image_20260326_233507_435016.png,2026-03-26 23:35:07.435016,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,70,image_20260326_233510_926257.png,data/data/person_a/image_20260326_233510_926257.png,2026-03-26 23:35:10.926257,before_1729,train,B-angle,wall,unknown,none,angle,mixed,near,1,白墙人脸由正面逐渐转向上下左右
person_a,71,image_20260326_233522_590276.png,data/data/person_a/image_20260326_233522_590276.png,2026-03-26 23:35:22.590276,before_1729,train,F-expression,wall,unknown,none,frontal,smile,near,1,白墙正面微笑
person_a,72,image_20260326_233524_915565.png,data/data/person_a/image_20260326_233524_915565.png,2026-03-26 23:35:24.915565,before_1729,train,F-expression,wall,unknown,none,frontal,smile,near,1,白墙正面微笑
person_a,73,image_20260326_233527_245472.png,data/data/person_a/image_20260326_233527_245472.png,2026-03-26 23:35:27.245472,before_1729,train,F-expression,wall,unknown,none,frontal,smile,near,1,白墙正面微笑
person_a,74,image_20260326_233530_734002.png,data/data/person_a/image_20260326_233530_734002.png,2026-03-26 23:35:30.734002,before_1729,train,F-expression,wall,unknown,none,frontal,smile,near,1,白墙正面微笑
person_a,75,image_20260326_233533_056982.png,data/data/person_a/image_20260326_233533_056982.png,2026-03-26 23:35:33.056982,before_1729,train,F-expression,wall,unknown,none,frontal,smile,near,1,白墙正面微笑
person_a,76,image_20260326_233535_385504.png,data/data/person_a/image_20260326_233535_385504.png,2026-03-26 23:35:35.385504,before_1729,train,F-expression,wall,unknown,none,frontal,smile,near,1,白墙正面微笑
person_a,77,image_20260326_233536_547931.png,data/data/person_a/image_20260326_233536_547931.png,2026-03-26 23:35:36.547931,before_1729,train,F-expression,wall,unknown,none,frontal,smile,near,1,白墙正面微笑
person_a,78,image_20260326_233538_876923.png,data/data/person_a/image_20260326_233538_876923.png,2026-03-26 23:35:38.876923,before_1729,train,F-expression,wall,unknown,none,frontal,smile,near,1,白墙正面微笑
person_a,79,image_20260326_233540_047987.png,data/data/person_a/image_20260326_233540_047987.png,2026-03-26 23:35:40.047987,before_1729,train,F-expression,wall,unknown,none,frontal,smile,near,1,白墙正面微笑
person_a,80,image_20260326_233542_376531.png,data/data/person_a/image_20260326_233542_376531.png,2026-03-26 23:35:42.376531,before_1729,train,F-expression,wall,unknown,none,frontal,smile,near,1,白墙正面微笑
person_a,81,image_20260326_233543_537744.png,data/data/person_a/image_20260326_233543_537744.png,2026-03-26 23:35:43.537744,before_1729,train,F-expression,wall,unknown,none,frontal,smile,near,1,白墙正面微笑
person_a,82,image_20260326_233545_866589.png,data/data/person_a/image_20260326_233545_866589.png,2026-03-26 23:35:45.866589,before_1729,train,F-expression,wall,unknown,none,frontal,smile,near,1,白墙正面微笑
person_a,83,image_20260326_233642_517627.png,data/data/person_a/image_20260326_233642_517627.png,2026-03-26 23:36:42.517627,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,84,image_20260326_233643_670090.png,data/data/person_a/image_20260326_233643_670090.png,2026-03-26 23:36:43.670090,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,85,image_20260326_233644_827796.png,data/data/person_a/image_20260326_233644_827796.png,2026-03-26 23:36:44.827796,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,86,image_20260326_233645_995784.png,data/data/person_a/image_20260326_233645_995784.png,2026-03-26 23:36:45.995784,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,87,image_20260326_233647_156851.png,data/data/person_a/image_20260326_233647_156851.png,2026-03-26 23:36:47.156851,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,88,image_20260326_233648_327318.png,data/data/person_a/image_20260326_233648_327318.png,2026-03-26 23:36:48.327318,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,89,image_20260326_233649_494188.png,data/data/person_a/image_20260326_233649_494188.png,2026-03-26 23:36:49.494188,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,90,image_20260326_233650_657080.png,data/data/person_a/image_20260326_233650_657080.png,2026-03-26 23:36:50.657080,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,91,image_20260326_233651_827833.png,data/data/person_a/image_20260326_233651_827833.png,2026-03-26 23:36:51.827833,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,92,image_20260326_233651_838769.png,data/data/person_a/image_20260326_233651_838769.png,2026-03-26 23:36:51.838769,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,93,image_20260326_233652_997027.png,data/data/person_a/image_20260326_233652_997027.png,2026-03-26 23:36:52.997027,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,94,image_20260326_233654_167950.png,data/data/person_a/image_20260326_233654_167950.png,2026-03-26 23:36:54.167950,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,95,image_20260326_233655_335853.png,data/data/person_a/image_20260326_233655_335853.png,2026-03-26 23:36:55.335853,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,96,image_20260326_233656_497059.png,data/data/person_a/image_20260326_233656_497059.png,2026-03-26 23:36:56.497059,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,97,image_20260326_233657_658246.png,data/data/person_a/image_20260326_233657_658246.png,2026-03-26 23:36:57.658246,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,98,image_20260326_233657_669668.png,data/data/person_a/image_20260326_233657_669668.png,2026-03-26 23:36:57.669668,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,99,image_20260326_233658_824008.png,data/data/person_a/image_20260326_233658_824008.png,2026-03-26 23:36:58.824008,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,100,image_20260326_233659_984868.png,data/data/person_a/image_20260326_233659_984868.png,2026-03-26 23:36:59.984868,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,101,image_20260326_233701_151655.png,data/data/person_a/image_20260326_233701_151655.png,2026-03-26 23:37:01.151655,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,102,image_20260326_233702_314092.png,data/data/person_a/image_20260326_233702_314092.png,2026-03-26 23:37:02.314092,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,103,image_20260326_233703_475716.png,data/data/person_a/image_20260326_233703_475716.png,2026-03-26 23:37:03.475716,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,104,image_20260326_233704_637763.png,data/data/person_a/image_20260326_233704_637763.png,2026-03-26 23:37:04.637763,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,105,image_20260326_233705_802414.png,data/data/person_a/image_20260326_233705_802414.png,2026-03-26 23:37:05.802414,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,106,image_20260326_233706_965825.png,data/data/person_a/image_20260326_233706_965825.png,2026-03-26 23:37:06.965825,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,107,image_20260326_233708_127617.png,data/data/person_a/image_20260326_233708_127617.png,2026-03-26 23:37:08.127617,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,108,image_20260326_233709_293670.png,data/data/person_a/image_20260326_233709_293670.png,2026-03-26 23:37:09.293670,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,109,image_20260326_233709_304609.png,data/data/person_a/image_20260326_233709_304609.png,2026-03-26 23:37:09.304609,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,110,image_20260326_233710_456702.png,data/data/person_a/image_20260326_233710_456702.png,2026-03-26 23:37:10.456702,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,111,image_20260326_233711_626501.png,data/data/person_a/image_20260326_233711_626501.png,2026-03-26 23:37:11.626501,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,112,image_20260326_233712_793685.png,data/data/person_a/image_20260326_233712_793685.png,2026-03-26 23:37:12.793685,before_1729,train,F-expression,wall,unknown,none,frontal,talking,near,1,白墙正面说话
person_a,113,image_20260326_233743_088693.png,data/data/person_a/image_20260326_233743_088693.png,2026-03-26 23:37:43.088693,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,114,image_20260326_233744_248031.png,data/data/person_a/image_20260326_233744_248031.png,2026-03-26 23:37:44.248031,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,115,image_20260326_233745_430313.png,data/data/person_a/image_20260326_233745_430313.png,2026-03-26 23:37:45.430313,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,116,image_20260326_233746_586787.png,data/data/person_a/image_20260326_233746_586787.png,2026-03-26 23:37:46.586787,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,117,image_20260326_233748_917955.png,data/data/person_a/image_20260326_233748_917955.png,2026-03-26 23:37:48.917955,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,118,image_20260326_233750_079005.png,data/data/person_a/image_20260326_233750_079005.png,2026-03-26 23:37:50.079005,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,119,image_20260326_233751_249651.png,data/data/person_a/image_20260326_233751_249651.png,2026-03-26 23:37:51.249651,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,120,image_20260326_233752_418993.png,data/data/person_a/image_20260326_233752_418993.png,2026-03-26 23:37:52.418993,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,121,image_20260326_233753_579536.png,data/data/person_a/image_20260326_233753_579536.png,2026-03-26 23:37:53.579536,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,122,image_20260326_233754_756448.png,data/data/person_a/image_20260326_233754_756448.png,2026-03-26 23:37:54.756448,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,123,image_20260326_233754_766060.png,data/data/person_a/image_20260326_233754_766060.png,2026-03-26 23:37:54.766060,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,124,image_20260326_233755_918705.png,data/data/person_a/image_20260326_233755_918705.png,2026-03-26 23:37:55.918705,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,125,image_20260326_233757_091574.png,data/data/person_a/image_20260326_233757_091574.png,2026-03-26 23:37:57.091574,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,126,image_20260326_233758_255352.png,data/data/person_a/image_20260326_233758_255352.png,2026-03-26 23:37:58.255352,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,127,image_20260326_233759_418312.png,data/data/person_a/image_20260326_233759_418312.png,2026-03-26 23:37:59.418312,before_1729,train,D-accessories,wall,unknown,glasses,frontal,talking,near,1,白墙戴近视眼镜正面说话
person_a,128,image_20260329_155337_495869.png,data/data/person_a/image_20260329_155337_495869.png,2026-03-29 15:53:37.495869,before_1729,train,C-lighting,wall,backlit_tilted,none,frontal,neutral,near,1,逆光且光照角度倾斜
person_a,129,image_20260329_155338_664886.png,data/data/person_a/image_20260329_155338_664886.png,2026-03-29 15:53:38.664886,before_1729,train,C-lighting,wall,backlit_tilted,none,frontal,neutral,near,1,逆光且光照角度倾斜
person_a,130,image_20260329_155340_994657.png,data/data/person_a/image_20260329_155340_994657.png,2026-03-29 15:53:40.994657,before_1729,train,C-lighting,wall,backlit_tilted,none,frontal,neutral,near,1,逆光且光照角度倾斜
person_a,131,image_20260329_155342_165676.png,data/data/person_a/image_20260329_155342_165676.png,2026-03-29 15:53:42.165676,before_1729,train,C-lighting,wall,backlit_tilted,none,frontal,neutral,near,1,逆光且光照角度倾斜
person_a,132,image_20260329_155343_334656.png,data/data/person_a/image_20260329_155343_334656.png,2026-03-29 15:53:43.334656,before_1729,train,C-lighting,wall,backlit_tilted,none,frontal,neutral,near,1,逆光且光照角度倾斜
