epoch,accuracy,ce_loss,center_loss,loss,val_accuracy,val_ce_loss,val_center_loss,val_loss
55,0.9967845678329468,0.021383628249168396,1.8602756261825562,0.03998637944459915,0.9605262875556946,0.06175834313035011,2.981786012649536,0.09157621115446091
56,0.9983922839164734,0.021318193525075912,1.9138319492340088,0.040456511080265045,0.9605262875556946,0.0710766538977623,2.484715223312378,0.09592381119728088
57,0.9983922839164734,0.019872544333338737,1.859614610671997,0.03846869617700577,0.9473684430122375,0.10100904852151871,2.7915709018707275,0.12892475724220276
58,0.9967845678329468,0.019486214965581894,1.8177993297576904,0.03766420856118202,0.9605262875556946,0.07747391611337662,3.631744623184204,0.11379136890172958
59,1.0,0.021441608667373657,1.915810227394104,0.04059970751404762,0.9605262875556946,0.06769486516714096,2.246687173843384,0.09016173332929611
60,0.9983922839164734,0.016099564731121063,1.7035592794418335,0.033135153353214264,0.9868420958518982,0.05460074171423912,1.959547996520996,0.0741962194442749
61,0.9951768517494202,0.03091152384877205,1.7457761764526367,0.04836927726864815,0.9605262875556946,0.0626014694571495,2.395596742630005,0.08655744045972824
62,1.0,0.016787845641374588,1.5877244472503662,0.032665085047483444,0.9473684430122375,0.08826104551553726,2.4514501094818115,0.11277555674314499
63,0.9983922839164734,0.01455015130341053,1.7994663715362549,0.0325448140501976,0.9473684430122375,0.07958559691905975,3.1492650508880615,0.11107825487852097
64,0.9983922839164734,0.01161123812198639,1.8318103551864624,0.02992934361100197,0.9210526347160339,0.13626213371753693,3.2427799701690674,0.16868992149829865
65,0.9967845678329468,0.01390541810542345,1.5773125886917114,0.029678544029593468,0.9473684430122375,0.09764856100082397,2.409891366958618,0.12174748629331589
66,1.0,0.014578740112483501,1.5133051872253418,0.029711797833442688,0.9605262875556946,0.06415112316608429,2.678201675415039,0.09093314409255981
67,0.9967845678329468,0.0184429120272398,1.629709005355835,0.03474000468850136,0.9868420958518982,0.060638826340436935,2.4945642948150635,0.08558446913957596
68,0.9983922839164734,0.016302477568387985,1.461111307144165,0.030913585796952248,0.8684210777282715,0.16282901167869568,2.8280105590820312,0.19110913574695587
69,0.9967845678329468,0.020656539127230644,1.564100980758667,0.03629755228757858,1.0,0.04299407824873924,2.8375473022460938,0.07136955112218857
70,1.0,0.014666885137557983,1.4833968877792358,0.029500851407647133,0.9605262875556946,0.08360201865434647,3.3303439617156982,0.11690545082092285
71,0.9967845678329468,0.01618911512196064,1.59397292137146,0.03212883695960045,0.9605262875556946,0.0834081768989563,2.813178300857544,0.11153995990753174
72,0.9983922839164734,0.010938002727925777,1.5474212169647217,0.02641221508383751,0.8947368264198303,0.15741600096225739,2.8524742126464844,0.18594074249267578
73,0.9983922839164734,0.014187847264111042,1.4566905498504639,0.02875475212931633,0.9210526347160339,0.14426210522651672,2.498661756515503,0.16924871504306793
74,0.9951768517494202,0.01921878010034561,1.4205175638198853,0.033423952758312225,0.9868420958518982,0.05298730358481407,2.5190303325653076,0.07817760109901428
75,0.9951768517494202,0.014594284817576408,1.4300824403762817,0.02889510989189148,1.0,0.048908695578575134,2.375647783279419,0.07266517728567123
76,0.9983922839164734,0.014332478865981102,1.4364302158355713,0.028696781024336815,0.9605262875556946,0.08344639092683792,2.7109954357147217,0.11055634170770645
77,1.0,0.008309124037623405,1.4134106636047363,0.02244323119521141,0.8684210777282715,0.19822336733341217,2.8811466693878174,0.2270348221063614
78,0.9967845678329468,0.013930359855294228,1.3692673444747925,0.02762303128838539,0.9605262875556946,0.058186426758766174,3.0666258335113525,0.08885268121957779
79,0.9983922839164734,0.011764440685510635,1.3705226182937622,0.025469664484262466,0.9605262875556946,0.07571887969970703,2.6501553058624268,0.10222043842077255
80,1.0,0.008605999872088432,1.4018489122390747,0.022624488919973373,0.9473684430122375,0.08613569289445877,2.752239465713501,0.11365809291601181
81,0.9967845678329468,0.015332600101828575,1.451034665107727,0.029842952266335487,0.9605262875556946,0.09026852995157242,3.0325028896331787,0.12059355527162552
82,1.0,0.007465440779924393,1.2820994853973389,0.0202864371240139,0.9473684430122375,0.1259315460920334,2.8891353607177734,0.15482290089130402
83,1.0,0.009195668622851372,1.31629478931427,0.022358613088726997,0.9210526347160339,0.1565605252981186,3.1043694019317627,0.18760424852371216
84,0.9983922839164734,0.008690131828188896,1.279687762260437,0.021487008780241013,0.8421052694320679,0.18086975812911987,3.0285255908966064,0.2111549973487854
85,0.9983922839164734,0.010597174055874348,1.2626844644546509,0.023224011063575745,0.9473684430122375,0.08547672629356384,2.8973867893218994,0.1144505962729454
86,0.9983922839164734,0.01113454531878233,1.2580761909484863,0.02371530793607235,0.9473684430122375,0.09126082062721252,2.5770626068115234,0.11703143268823624
87,1.0,0.008156989701092243,1.1960371732711792,0.02011736109852791,0.8684210777282715,0.17363792657852173,2.553571939468384,0.19917364418506622
88,0.9951768517494202,0.017630333080887794,1.268272042274475,0.030313054099678993,0.9473684430122375,0.11493691802024841,2.768597364425659,0.14262288808822632
89,0.9951768517494202,0.017768871039152145,1.3286206722259521,0.03105507418513298,0.8421052694320679,0.2264983057975769,2.821079969406128,0.2547091245651245
