epoch,accuracy,loss,val_accuracy,val_loss
30,0.9758842587471008,0.07511927932500839,0.8947368264198303,0.21460705995559692
31,0.9839228391647339,0.06306691467761993,0.8947368264198303,0.21451714634895325
32,0.9758842587471008,0.07127170264720917,0.9605262875556946,0.1486796885728836
33,0.9839228391647339,0.05316866189241409,0.9342105388641357,0.1674831658601761
34,0.9839228391647339,0.04615665227174759,0.9605262875556946,0.15608270466327667
35,0.9839228391647339,0.055646590888500214,0.8947368264198303,0.22351154685020447
36,0.9855305552482605,0.04909709095954895,0.8947368264198303,0.21674688160419464
37,0.9823151230812073,0.05795369669795036,0.8684210777282715,0.25919124484062195
38,0.9823151230812073,0.059792324900627136,0.75,0.5118038058280945
39,0.9774919748306274,0.06210363283753395,0.9473684430122375,0.14860917627811432
40,0.9871382713317871,0.048807937651872635,0.9868420958518982,0.10172822326421738
41,0.9855305552482605,0.0503544956445694,0.9605262875556946,0.14856696128845215
42,0.9823151230812073,0.04916518181562424,0.8289473652839661,0.2832854390144348
43,0.9758842587471008,0.062337763607501984,0.9868420958518982,0.11344971507787704
44,0.9855305552482605,0.047995686531066895,1.0,0.13003122806549072
45,0.9871382713317871,0.0495930016040802,0.9605262875556946,0.12334733456373215
46,0.9823151230812073,0.048381440341472626,0.8421052694320679,0.2915651798248291
47,0.9935691356658936,0.029263576492667198,1.0,0.09564436227083206
48,0.9855305552482605,0.04295939579606056,1.0,0.10200393944978714
49,0.9919614195823669,0.027749821543693542,0.9342105388641357,0.14895018935203552
50,0.9855305552482605,0.042845096439123154,0.9342105388641357,0.14762566983699799
51,0.9903537034988403,0.02943596988916397,0.9342105388641357,0.12763559818267822
52,0.9919614195823669,0.029969286173582077,0.9342105388641357,0.15302631258964539
53,0.9919614195823669,0.024873938411474228,0.9078947305679321,0.19437691569328308
54,0.9935691356658936,0.02740425430238247,0.9473684430122375,0.09394464641809464
55,0.9935691356658936,0.017705880105495453,0.8684210777282715,0.2948763370513916
56,0.9823151230812073,0.05325744301080704,0.9078947305679321,0.1711486130952835
57,0.9855305552482605,0.04325820878148079,0.9078947305679321,0.18441733717918396
58,0.9887459874153137,0.04876404628157616,0.9736841917037964,0.076951764523983
59,0.9919614195823669,0.02629537135362625,0.9736841917037964,0.11208464950323105
60,0.9887459874153137,0.025301635265350342,1.0,0.10570524632930756
61,0.9935691356658936,0.033585868775844574,0.9473684430122375,0.07933800667524338
62,0.9967845678329468,0.015520097687840462,0.9342105388641357,0.1433008313179016
63,0.9919614195823669,0.01905379258096218,1.0,0.061300307512283325
64,0.9919614195823669,0.030780043452978134,1.0,0.05414643883705139
65,0.9983922839164734,0.011070911772549152,0.9736841917037964,0.06407473981380463
66,0.9983922839164734,0.009853491559624672,0.9736841917037964,0.06335423141717911
67,0.9935691356658936,0.018507009372115135,1.0,0.06362878531217575
68,0.9951768517494202,0.01884782873094082,0.9342105388641357,0.1676417887210846
69,0.9919614195823669,0.033769749104976654,0.9342105388641357,0.11908981949090958
70,0.9951768517494202,0.01600687764585018,0.9736841917037964,0.07811057567596436
71,0.9871382713317871,0.02953469194471836,0.9473684430122375,0.09821607172489166
72,0.9967845678329468,0.015776416286826134,0.9342105388641357,0.12928569316864014
73,0.9967845678329468,0.012776880525052547,0.9736841917037964,0.08230829983949661
74,0.9919614195823669,0.03216154873371124,1.0,0.05180090665817261
75,0.9839228391647339,0.0527719222009182,0.9736841917037964,0.1102055236697197
76,0.9951768517494202,0.02168818563222885,0.9736841917037964,0.0853034034371376
77,0.9967845678329468,0.01686314307153225,0.8684210777282715,0.28528809547424316
78,0.9983922839164734,0.009083484299480915,0.9342105388641357,0.11789481341838837
79,0.9935691356658936,0.011856202967464924,0.9078947305679321,0.20596468448638916
80,0.9967845678329468,0.015207774937152863,1.0,0.05270956829190254
81,0.9935691356658936,0.02689378149807453,0.9342105388641357,0.13654357194900513
82,0.9951768517494202,0.015827499330043793,1.0,0.06447625160217285
83,0.9967845678329468,0.01874402165412903,1.0,0.05296690762042999
84,0.9919614195823669,0.017620809376239777,0.8421052694320679,0.38488009572029114
85,0.9887459874153137,0.03446676954627037,0.8157894611358643,0.4028571844100952
86,0.9903537034988403,0.024109480902552605,0.9473684430122375,0.11350817233324051
87,0.9983922839164734,0.018469473347067833,0.8947368264198303,0.19170643389225006
88,0.9935691356658936,0.013419326394796371,0.9473684430122375,0.14206671714782715
89,0.9951768517494202,0.012118536978960037,0.9473684430122375,0.11430976539850235
90,0.9951768517494202,0.01959468238055706,0.9473684430122375,0.10885366797447205
91,0.9967845678329468,0.014199525117874146,0.9473684430122375,0.09866606444120407
92,0.9887459874153137,0.028503431007266045,1.0,0.12650640308856964
93,0.9951768517494202,0.022211339324712753,1.0,0.08121421188116074
94,0.9983922839164734,0.00846862606704235,0.9736841917037964,0.08245933055877686
